Customer No.,Exposure at Default (in lakh Rs.),Recovery (%),Probability of Default,
8406,2.54,21.64%,0.0092,0.0183111648
8406 Sum,,,,0.0183111648
8407,23.44,19.77%,0.009,0.169253208
8407 Sum,,,,0.169253208
8408,19.96,32.61%,0.0048,0.0645650112
8408 Sum,,,,0.0645650112
8409,8.57,4.87%,0.0003,0.0024457923
8409 Sum,,,,0.0024457923
8410,10.17,30.47%,0.0096,0.0678835296
8410 Sum,,,,0.0678835296
8411,8.46,14.00%,0.0048,0.03492288
8411 Sum,,,,0.03492288
8412,1.52,26.11%,0.0084,0.0094342752
8412 Sum,,,,0.0094342752
8413,13.39,38.95%,0.003,0.024523785
8413 Sum,,,,0.024523785
8414,14.94,6.36%,0.0067,0.0937317672
8414 Sum,,,,0.0937317672
8415,5.32,1.07%,0.004,0.021052304
8415 Sum,,,,0.021052304
8416,18.95,25.91%,0.0065,0.0912603575
8416 Sum,,,,0.0912603575
8417,24.87,13.20%,0.0084,0.181332144
8417 Sum,,,,0.181332144
8418,16.6,6.29%,0.0067,0.104224262
8418 Sum,,,,0.104224262
8419,10.58,11.60%,0.0058,0.054245776
8419 Sum,,,,0.054245776
8420,23.11,0.21%,0.0029,0.0668782601
8420 Sum,,,,0.0668782601
8421,12.77,17.07%,0.0023,0.0243573703
8421 Sum,,,,0.0243573703
8422,9.21,17.10%,0.0079,0.060317211
8422 Sum,,,,0.060317211
8423,14.05,19.22%,0.0025,0.028373975
8423 Sum,,,,0.028373975
8424,21.67,0.79%,0.0085,0.1827398595
8424 Sum,,,,0.1827398595
8425,23.99,22.61%,0.0022,0.0408448942
8425 Sum,,,,0.0408448942
8426,21.81,2.91%,0.0029,0.0614084541
8426 Sum,,,,0.0614084541
8427,7.14,23.06%,0.006,0.032961096
8427 Sum,,,,0.032961096
8428,7.53,28.55%,0.0056,0.030129036
8428 Sum,,,,0.030129036
8429,10.17,39.78%,0.0007,0.0042870618
8429 Sum,,,,0.0042870618
8430,10.26,30.28%,0.0085,0.060802812
8430 Sum,,,,0.060802812
8431,3.87,5.84%,0.0068,0.0247791456
8431 Sum,,,,0.0247791456
8432,0.39,25.33%,0.0096,0.0027956448
8432 Sum,,,,0.0027956448
8433,16.32,26.21%,0.0031,0.0373318368
8433 Sum,,,,0.0373318368
8434,10.28,29.97%,0.0007,0.0050393588
8434 Sum,,,,0.0050393588
8435,5.5,19.45%,0.0022,0.00974655
8435 Sum,,,,0.00974655
8436,2.11,22.85%,0.0029,0.0047208085
8436 Sum,,,,0.0047208085
8437,2.34,34.02%,0.0057,0.0088004124
8437 Sum,,,,0.0088004124
8438,4.27,11.50%,0.004,0.0151158
8438 Sum,,,,0.0151158
8439,2.15,25.02%,0.0058,0.009350006
8439 Sum,,,,0.009350006
8440,14.64,33.20%,0.0038,0.037162176
8440 Sum,,,,0.037162176
8441,9.55,28.99%,0.0001,0.0006781455
8441 Sum,,,,0.0006781455
8442,20.87,4.74%,0.0071,0.1411534102
8442 Sum,,,,0.1411534102
8443,12.83,12.43%,0.005,0.056176155
8443 Sum,,,,0.056176155
8444,11.89,31.12%,0.0096,0.0786223872
8444 Sum,,,,0.0786223872
8445,15.86,33.68%,0.0044,0.0462807488
8445 Sum,,,,0.0462807488
8446,21.62,24.84%,0.0023,0.0373740616
8446 Sum,,,,0.0373740616
8447,11.66,25.73%,0.005,0.04329941
8447 Sum,,,,0.04329941
8448,11.22,7.75%,0.0004,0.00414018
8448 Sum,,,,0.00414018
8449,10.52,29.42%,0.0017,0.0126225272
8449 Sum,,,,0.0126225272
8450,3.98,39.24%,0.0019,0.0045946712
8450 Sum,,,,0.0045946712
8451,2.53,10.47%,0.0005,0.0011325545
8451 Sum,,,,0.0011325545
8452,24.68,37.95%,0.0039,0.059724366
8452 Sum,,,,0.059724366
8453,5.78,39.29%,0.0082,0.0287741116
8453 Sum,,,,0.0287741116
8454,21.34,10.96%,0.0099,0.1881112464
8454 Sum,,,,0.1881112464
8455,19.47,33.29%,0.002,0.025976874
8455 Sum,,,,0.025976874
8456,17.93,32.59%,0.0057,0.0688936941
8456 Sum,,,,0.0688936941
8457,22.29,5.54%,0.0042,0.0884315628
8457 Sum,,,,0.0884315628
8458,0.85,2.54%,0.0031,0.002568071
8458 Sum,,,,0.002568071
8459,18.43,32.78%,0.0072,0.0891982512
8459 Sum,,,,0.0891982512
8460,8.04,24.51%,0.0066,0.0400580136
8460 Sum,,,,0.0400580136
8461,21.25,23.88%,0.01,0.161755
8461 Sum,,,,0.161755
8462,20.24,19.19%,0.0056,0.0915932864
8462 Sum,,,,0.0915932864
8463,2.75,29.76%,0.0027,0.00521532
8463 Sum,,,,0.00521532
8464,18.09,13.58%,0.0017,0.0265767426
8464 Sum,,,,0.0265767426
8465,11.14,2.56%,0.0035,0.037991856
8465 Sum,,,,0.037991856
8466,5.26,16.03%,0.0075,0.033126165
8466 Sum,,,,0.033126165
8467,3.06,29.20%,0.0076,0.016465248
8467 Sum,,,,0.016465248
8468,7.42,33.40%,0.0069,0.034097868
8468 Sum,,,,0.034097868
8469,16.75,21.64%,0.0087,0.11419011
8469 Sum,,,,0.11419011
8470,22.94,12.57%,0.0048,0.0962709216
8470 Sum,,,,0.0962709216
8471,11.76,10.41%,0.004,0.042143136
8471 Sum,,,,0.042143136
8472,12.7,37.63%,0.0082,0.064952118
8472 Sum,,,,0.064952118
8473,7.12,30.24%,0.0061,0.0302981632
8473 Sum,,,,0.0302981632
8474,17.93,17.91%,0.0077,0.1133342749
8474 Sum,,,,0.1133342749
8475,17.14,31.35%,0.0071,0.083542931
8475 Sum,,,,0.083542931
8476,24.83,0.85%,0.0002,0.004923789
8476 Sum,,,,0.004923789
8477,1.33,7.89%,0.0005,0.0006125315
8477 Sum,,,,0.0006125315
8478,5.06,26.68%,0.0006,0.0022259952
8478 Sum,,,,0.0022259952
8479,17.21,26.21%,0.0013,0.0165090367
8479 Sum,,,,0.0165090367
8480,5.11,8.29%,0.0017,0.0079668477
8480 Sum,,,,0.0079668477
8481,1.99,26.49%,0.0099,0.0144822051
8481 Sum,,,,0.0144822051
8482,14.87,32.91%,0.0071,0.0708316093
8482 Sum,,,,0.0708316093
8483,15.26,6.38%,0.0092,0.1314349904
8483 Sum,,,,0.1314349904
8484,14.65,0.53%,0.0037,0.0539177135
8484 Sum,,,,0.0539177135
8485,13.22,11.28%,0.0027,0.0316677168
8485 Sum,,,,0.0316677168
8486,17.28,24.98%,0.0005,0.006481728
8486 Sum,,,,0.006481728
8487,4.13,10.48%,0.0009,0.0033274584
8487 Sum,,,,0.0033274584
8488,24.39,9.32%,0.0008,0.0176934816
8488 Sum,,,,0.0176934816
8489,20.04,36.91%,0.0071,0.0897669756
8489 Sum,,,,0.0897669756
8490,7.07,35.17%,0.0046,0.0210840126
8490 Sum,,,,0.0210840126
8491,19.11,4.93%,0.008,0.145343016
8491 Sum,,,,0.145343016
8492,22.11,26.98%,0.0052,0.0839525544
8492 Sum,,,,0.0839525544
8493,20.91,28.50%,0.0037,0.055317405
8493 Sum,,,,0.055317405
8494,8.68,31.81%,0.0078,0.0461673576
8494 Sum,,,,0.0461673576
8495,12.1,24.54%,0.0092,0.084002072
8495 Sum,,,,0.084002072
8496,5.9,17.92%,0.0064,0.030993408
8496 Sum,,,,0.030993408
8497,11.73,11.78%,0.0017,0.0175919502
8497 Sum,,,,0.0175919502
8498,13.57,25.60%,0.0071,0.071682168
8498 Sum,,,,0.071682168
8499,13.88,4.66%,0.0005,0.006616596
8499 Sum,,,,0.006616596
8500,4,7.53%,0.0026,0.00961688
8500 Sum,,,,0.00961688
8501,18.26,17.43%,0.0093,0.1402187226
8501 Sum,,,,0.1402187226
8502,16.92,12.30%,0.0043,0.063807012
8502 Sum,,,,0.063807012
8503,11.7,27.78%,0.0066,0.055768284
8503 Sum,,,,0.055768284
8504,4.45,2.08%,0.0016,0.006971904
8504 Sum,,,,0.006971904
8505,16.16,35.08%,0.0018,0.0188839296
8505 Sum,,,,0.0188839296
8506,21.61,24.51%,0.0047,0.0766729283
8506 Sum,,,,0.0766729283
8507,12.89,8.39%,0.002,0.023617058
8507 Sum,,,,0.023617058
8508,23.25,39.69%,0.0012,0.01682649
8508 Sum,,,,0.01682649
8509,15,39.77%,0.0066,0.0596277
8509 Sum,,,,0.0596277
8510,2.4,2.31%,0.0071,0.016646376
8510 Sum,,,,0.016646376
8511,12.35,5.81%,0.0035,0.0407136275
8511 Sum,,,,0.0407136275
8512,18.36,19.59%,0.005,0.07381638
8512 Sum,,,,0.07381638
8513,15.7,23.85%,0.0025,0.029888875
8513 Sum,,,,0.029888875
8514,0.54,7.81%,0.0015,0.000746739
8514 Sum,,,,0.000746739
8515,11.36,21.09%,0.0023,0.0206176048
8515 Sum,,,,0.0206176048
8516,16.47,33.61%,0.0062,0.0677934846
8516 Sum,,,,0.0677934846
8517,3.76,29.69%,0.0093,0.0245860008
8517 Sum,,,,0.0245860008
8518,16.31,15.26%,0.0066,0.0912192204
8518 Sum,,,,0.0912192204
8519,16.53,18.33%,0.0007,0.0094500357
8519 Sum,,,,0.0094500357
8520,23.07,35.79%,0.0082,0.1214686254
8520 Sum,,,,0.1214686254
8521,17.44,36.97%,0.0059,0.0648553488
8521 Sum,,,,0.0648553488
8522,11.02,18.57%,0.0095,0.085249067
8522 Sum,,,,0.085249067
8523,23.17,33.06%,0.0033,0.0511829934
8523 Sum,,,,0.0511829934
8524,2.34,5.07%,0.0026,0.0057755412
8524 Sum,,,,0.0057755412
8525,21.27,25.71%,0.0035,0.0553051905
8525 Sum,,,,0.0553051905
8526,6.66,26.37%,0.0085,0.041681943
8526 Sum,,,,0.041681943
8527,7.44,9.34%,0.0027,0.0182117808
8527 Sum,,,,0.0182117808
8528,14.12,15.16%,0.0068,0.0814599744
8528 Sum,,,,0.0814599744
8529,13.53,19.37%,0.0003,0.0032727717
8529 Sum,,,,0.0032727717
8530,10.86,24.10%,0.0075,0.06182055
8530 Sum,,,,0.06182055
8531,0.34,37.33%,0.0095,0.002024241
8531 Sum,,,,0.002024241
8532,7.03,21.99%,0.0024,0.0131618472
8532 Sum,,,,0.0131618472
8533,5.69,26.07%,0.0044,0.0185091148
8533 Sum,,,,0.0185091148
8534,1.83,7.40%,0.0016,0.002711328
8534 Sum,,,,0.002711328
8535,22.87,30.30%,0.0033,0.052603287
8535 Sum,,,,0.052603287
8536,3.5,3.34%,0.0042,0.01420902
8536 Sum,,,,0.01420902
8537,6.4,33.43%,0.0019,0.008094912
8537 Sum,,,,0.008094912
8538,21.66,10.91%,0.0066,0.1273595004
8538 Sum,,,,0.1273595004
8539,16.68,14.13%,0.0054,0.0773448264
8539 Sum,,,,0.0773448264
8540,20,21.81%,0.005,0.07819
8540 Sum,,,,0.07819
8541,4.19,28.47%,0.0053,0.0158846671
8541 Sum,,,,0.0158846671
8542,10.84,24.77%,0.0031,0.0252802892
8542 Sum,,,,0.0252802892
8543,18.19,38.99%,0.0022,0.0244149818
8543 Sum,,,,0.0244149818
8544,18.45,20.15%,0.002,0.02946465
8544 Sum,,,,0.02946465
8545,22.46,39.13%,0.008,0.109371216
8545 Sum,,,,0.109371216
8546,3.55,10.25%,0.0034,0.010832825
8546 Sum,,,,0.010832825
8547,9.73,5.62%,0.004,0.036732696
8547 Sum,,,,0.036732696
8548,14.21,2.18%,0.0091,0.1264920202
8548 Sum,,,,0.1264920202
8549,0.23,9.84%,0.0019,0.0003939992
8549 Sum,,,,0.0003939992
8550,8.27,32.32%,0.0056,0.0313439616
8550 Sum,,,,0.0313439616
8551,13.85,22.89%,0.0038,0.040582993
8551 Sum,,,,0.040582993
8552,10.93,26.59%,0.0049,0.0393161937
8552 Sum,,,,0.0393161937
8553,15.08,37.12%,0.0056,0.0531009024
8553 Sum,,,,0.0531009024
8554,5.9,1.66%,0.0003,0.001740618
8554 Sum,,,,0.001740618
8555,1.06,5.70%,0.0047,0.004698026
8555 Sum,,,,0.004698026
8556,1.52,20.63%,0.0055,0.006635332
8556 Sum,,,,0.006635332
8557,24.57,2.77%,0.0023,0.0549456453
8557 Sum,,,,0.0549456453
8558,24.41,5.70%,0.005,0.11509315
8558 Sum,,,,0.11509315
8559,13.37,31.98%,0.0012,0.0109131288
8559 Sum,,,,0.0109131288
8560,17.75,38.93%,0.0057,0.0617875725
8560 Sum,,,,0.0617875725
8561,17.14,30.24%,0.0017,0.0203266688
8561 Sum,,,,0.0203266688
8562,8.25,31.26%,0.0009,0.005103945
8562 Sum,,,,0.005103945
8563,20.3,22.94%,0.0067,0.104809306
8563 Sum,,,,0.104809306
8564,8.58,18.05%,0.0043,0.030234633
8564 Sum,,,,0.030234633
8565,8.37,24.08%,0.0071,0.0451169784
8565 Sum,,,,0.0451169784
8566,0.78,5.70%,0.007,0.00514878
8566 Sum,,,,0.00514878
8567,17.15,20.25%,0.0045,0.0615470625
8567 Sum,,,,0.0615470625
8568,20.03,39.18%,0.0059,0.0718752514
8568 Sum,,,,0.0718752514
8569,6.08,33.05%,0.0054,0.021981024
8569 Sum,,,,0.021981024
8570,12.02,25.63%,0.0096,0.0858170304
8570 Sum,,,,0.0858170304
8571,1.84,7.06%,0.0063,0.0107736048
8571 Sum,,,,0.0107736048
8572,16.68,28.08%,0.0027,0.0323898912
8572 Sum,,,,0.0323898912
8573,11.03,20.20%,0.0016,0.014083104
8573 Sum,,,,0.014083104
8574,22.75,14.12%,0.0004,0.00781508
8574 Sum,,,,0.00781508
8575,15.4,25.32%,0.0055,0.06325396
8575 Sum,,,,0.06325396
8576,9.3,15.03%,0.0044,0.034769724
8576 Sum,,,,0.034769724
8577,11.87,7.89%,0.0023,0.0251469511
8577 Sum,,,,0.0251469511
8578,6.66,8.76%,0.0069,0.0419284296
8578 Sum,,,,0.0419284296
8579,18.84,15.15%,0.0093,0.148667382
8579 Sum,,,,0.148667382
8580,24.89,28.88%,0.0009,0.0159315912
8580 Sum,,,,0.0159315912
8581,24.69,38.72%,0.0032,0.0484161024
8581 Sum,,,,0.0484161024
8582,12.76,25.20%,0.0086,0.082082528
8582 Sum,,,,0.082082528
8583,12.05,2.45%,0.0078,0.091687245
8583 Sum,,,,0.091687245
8584,18.15,10.44%,0.0009,0.014629626
8584 Sum,,,,0.014629626
8585,22.73,25.92%,0.0076,0.1279717184
8585 Sum,,,,0.1279717184
8586,7.28,30.24%,0.0058,0.0294554624
8586 Sum,,,,0.0294554624
8587,10.68,39.56%,0.0079,0.0509944368
8587 Sum,,,,0.0509944368
8588,10.33,22.98%,0.0038,0.0302334308
8588 Sum,,,,0.0302334308
8589,14.29,24.40%,0.0025,0.0270081
8589 Sum,,,,0.0270081
8590,5.94,10.46%,0.0093,0.0494636868
8590 Sum,,,,0.0494636868
8591,18.28,17.57%,0.0096,0.1446547584
8591 Sum,,,,0.1446547584
8592,9.6,23.35%,0.0007,0.00515088
8592 Sum,,,,0.00515088
8593,1.45,19.37%,0.0019,0.0022213565
8593 Sum,,,,0.0022213565
8594,21.2,1.88%,0.0016,0.033282304
8594 Sum,,,,0.033282304
8595,11.9,6.98%,0.0023,0.025459574
8595 Sum,,,,0.025459574
8596,15.36,21.33%,0.0068,0.0821692416
8596 Sum,,,,0.0821692416
8597,16.77,4.99%,0.0027,0.0430195779
8597 Sum,,,,0.0430195779
8598,22.97,17.55%,0.0004,0.007575506
8598 Sum,,,,0.007575506
8599,0.21,22.01%,0.0048,0.0007861392
8599 Sum,,,,0.0007861392
8600,13.58,29.44%,0.0065,0.062283312
8600 Sum,,,,0.062283312
8601,20.34,37.08%,0.0018,0.0230362704
8601 Sum,,,,0.0230362704
8602,9.31,29.18%,0.0099,0.0652740858
8602 Sum,,,,0.0652740858
8603,22,12.61%,0.0083,0.15957414
8603 Sum,,,,0.15957414
8604,1.85,8.16%,0.0095,0.01614088
8604 Sum,,,,0.01614088
8605,2.78,11.92%,0.0007,0.0017140368
8605 Sum,,,,0.0017140368
8606,24.86,33.80%,0.0086,0.141532952
8606 Sum,,,,0.141532952
8607,16.59,23.45%,0.006,0.07619787
8607 Sum,,,,0.07619787
8608,21.34,24.71%,0.0005,0.008033443
8608 Sum,,,,0.008033443
8609,9.99,6.17%,0.008,0.074988936
8609 Sum,,,,0.074988936
8610,5.09,11.72%,0.0093,0.0417891036
8610 Sum,,,,0.0417891036
8611,10.34,34.05%,0.004,0.02727692
8611 Sum,,,,0.02727692
8612,13.92,2.55%,0.0085,0.11530284
8612 Sum,,,,0.11530284
8613,3.6,6.22%,0.0015,0.00506412
8613 Sum,,,,0.00506412
8614,15.29,15.47%,0.0083,0.1072744871
8614 Sum,,,,0.1072744871
8615,22.66,37.73%,0.0095,0.134048629
8615 Sum,,,,0.134048629
8616,3.2,32.83%,0.0043,0.009242592
8616 Sum,,,,0.009242592
8617,8.2,37.59%,0.0027,0.013817574
8617 Sum,,,,0.013817574
8618,10.55,13.78%,0.0066,0.060034986
8618 Sum,,,,0.060034986
8619,14.03,3.70%,0.0085,0.114842565
8619 Sum,,,,0.114842565
8620,10.77,10.19%,0.0096,0.0928563552
8620 Sum,,,,0.0928563552
8621,2.87,2.64%,0.0057,0.0159271224
8621 Sum,,,,0.0159271224
8622,7.81,23.43%,0.0072,0.0430568424
8622 Sum,,,,0.0430568424
8623,7.85,27.85%,0.0053,0.0300180075
8623 Sum,,,,0.0300180075
8624,12.62,11.03%,0.0024,0.0269472336
8624 Sum,,,,0.0269472336
8625,20.47,26.50%,0.0031,0.046640895
8625 Sum,,,,0.046640895
8626,20.68,26.87%,0.0076,0.1149369584
8626 Sum,,,,0.1149369584
8627,21.6,34.22%,0.0067,0.095196816
8627 Sum,,,,0.095196816
8628,10.89,20.02%,0.0083,0.0722915226
8628 Sum,,,,0.0722915226
8629,3.83,36.50%,0.0081,0.019699605
8629 Sum,,,,0.019699605
8630,2.47,10.84%,0.0055,0.012112386
8630 Sum,,,,0.012112386
8631,19.15,18.42%,0.0016,0.024996112
8631 Sum,,,,0.024996112
8632,2.76,28.58%,0.0054,0.0106444368
8632 Sum,,,,0.0106444368
8633,9.38,10.23%,0.0086,0.0724156636
8633 Sum,,,,0.0724156636
8634,17.12,33.18%,0.0099,0.1132518816
8634 Sum,,,,0.1132518816
8635,1.1,33.46%,0.0011,0.000805134
8635 Sum,,,,0.000805134
8636,4.98,39.14%,0.0013,0.0039400764
8636 Sum,,,,0.0039400764
8637,16.46,35.70%,0.0038,0.040218364
8637 Sum,,,,0.040218364
8638,0.83,17.18%,0.0004,0.0002749624
8638 Sum,,,,0.0002749624
8639,3.01,8.32%,0.0001,0.0002759568
8639 Sum,,,,0.0002759568
8640,11.63,20.92%,0.0006,0.0055182024
8640 Sum,,,,0.0055182024
8641,19.46,7.84%,0.0002,0.0035868672
8641 Sum,,,,0.0035868672
8642,11.21,2.01%,0.0073,0.0801881567
8642 Sum,,,,0.0801881567
8643,6.13,11.79%,0.0019,0.0102738187
8643 Sum,,,,0.0102738187
8644,22.65,32.40%,0.0004,0.00612456
8644 Sum,,,,0.00612456
8645,20.77,10.09%,0.0051,0.0952389657
8645 Sum,,,,0.0952389657
8646,2.36,3.82%,0.0065,0.014754012
8646 Sum,,,,0.014754012
8647,2.04,16.59%,0.0018,0.0030628152
8647 Sum,,,,0.0030628152
8648,20.75,5.20%,0.0087,0.1711377
8648 Sum,,,,0.1711377
8649,13.09,12.90%,0.0079,0.090070981
8649 Sum,,,,0.090070981
8650,14.34,5.25%,0.0079,0.107338485
8650 Sum,,,,0.107338485
8651,3.67,20.69%,0.0095,0.0276514315
8651 Sum,,,,0.0276514315
8652,5.66,20.11%,0.0046,0.0208001604
8652 Sum,,,,0.0208001604
8653,14.7,31.53%,0.0052,0.052338468
8653 Sum,,,,0.052338468
8654,22.95,26.22%,0.0078,0.132073578
8654 Sum,,,,0.132073578
8655,10.98,27.42%,0.0001,0.0007969284
8655 Sum,,,,0.0007969284
8656,24.27,33.16%,0.0082,0.1330209576
8656 Sum,,,,0.1330209576
8657,17.4,38.54%,0.0053,0.056678412
8657 Sum,,,,0.056678412
8658,20.4,27.33%,0.0023,0.034096764
8658 Sum,,,,0.034096764
8659,11.92,35.54%,0.0006,0.0046101792
8659 Sum,,,,0.0046101792
8660,8.57,25.14%,0.0011,0.0070570522
8660 Sum,,,,0.0070570522
8661,6.8,24.08%,0.0078,0.040267968
8661 Sum,,,,0.040267968
8662,4.76,24.85%,0.0058,0.020747412
8662 Sum,,,,0.020747412
8663,24.84,34.22%,0.0096,0.1568616192
8663 Sum,,,,0.1568616192
8664,0.75,33.11%,0.0082,0.004113735
8664 Sum,,,,0.004113735
8665,17.93,10.80%,0.0046,0.073570376
8665 Sum,,,,0.073570376
8666,5.66,15.23%,0.0072,0.0345454704
8666 Sum,,,,0.0345454704
8667,18.85,29.48%,0.0065,0.08640463
8667 Sum,,,,0.08640463
8668,7.02,33.59%,0.0022,0.0102563604
8668 Sum,,,,0.0102563604
8669,7.96,29.46%,0.0044,0.0247059296
8669 Sum,,,,0.0247059296
8670,24.82,5.48%,0.0026,0.0609956464
8670 Sum,,,,0.0609956464
8671,4.27,26.16%,0.002,0.006305936
8671 Sum,,,,0.006305936
8672,23.33,23.67%,0.002,0.035615578
8672 Sum,,,,0.035615578
8673,3.73,17.63%,0.0075,0.0230430075
8673 Sum,,,,0.0230430075
8674,17.62,3.46%,0.0079,0.1343817492
8674 Sum,,,,0.1343817492
8675,0.3,27.91%,0.006,0.00129762
8675 Sum,,,,0.00129762
8676,19.35,5.08%,0.0024,0.044080848
8676 Sum,,,,0.044080848
8677,11.99,25.48%,0.0012,0.0107219376
8677 Sum,,,,0.0107219376
8678,8.56,4.78%,0.0027,0.0220072464
8678 Sum,,,,0.0220072464
8679,5.94,16.23%,0.0053,0.0263724714
8679 Sum,,,,0.0263724714
8680,8.2,13.97%,0.0051,0.035977746
8680 Sum,,,,0.035977746
8681,4.93,32.42%,0.0085,0.028319399
8681 Sum,,,,0.028319399
8682,22.31,6.94%,0.002,0.041523372
8682 Sum,,,,0.041523372
8683,3.35,8.32%,0.0033,0.010135224
8683 Sum,,,,0.010135224
8684,0.74,27.10%,0.0048,0.002589408
8684 Sum,,,,0.002589408
8685,20.54,22.97%,0.0045,0.071198829
8685 Sum,,,,0.071198829
8686,3.21,23.83%,0.0058,0.0141813306
8686 Sum,,,,0.0141813306
8687,24.99,2.38%,0.0094,0.2293152372
8687 Sum,,,,0.2293152372
8688,17.88,3.49%,0.0041,0.0707495508
8688 Sum,,,,0.0707495508
8689,1.66,34.67%,0.007,0.007591346
8689 Sum,,,,0.007591346
8690,1.92,1.39%,0.0042,0.0079519104
8690 Sum,,,,0.0079519104
8691,5.23,4.98%,0.0041,0.0203751386
8691 Sum,,,,0.0203751386
8692,17.45,26.64%,0.0041,0.052485412
8692 Sum,,,,0.052485412
8693,19.01,36.80%,0.0057,0.068481624
8693 Sum,,,,0.068481624
8694,23.65,35.82%,0.0045,0.068303565
8694 Sum,,,,0.068303565
8695,12,28.20%,0.0019,0.0163704
8695 Sum,,,,0.0163704
8696,12.6,21.72%,0.003,0.02958984
8696 Sum,,,,0.02958984
8697,5.56,31.42%,0.0067,0.0255474216
8697 Sum,,,,0.0255474216
8698,5.32,14.05%,0.0009,0.004115286
8698 Sum,,,,0.004115286
8699,15.26,26.24%,0.0057,0.0641579232
8699 Sum,,,,0.0641579232
8700,19.89,4.34%,0.0098,0.1864623852
8700 Sum,,,,0.1864623852
8701,1.06,17.23%,0.0031,0.0027198222
8701 Sum,,,,0.0027198222
8702,18.7,14.14%,0.0044,0.070645608
8702 Sum,,,,0.070645608
8703,11.34,18.05%,0.0092,0.085496796
8703 Sum,,,,0.085496796
8704,0.98,12.82%,0.0043,0.0036737652
8704 Sum,,,,0.0036737652
8705,3.89,0.81%,0.0055,0.0212217005
8705 Sum,,,,0.0212217005
8706,16.94,3.91%,0.0015,0.024416469
8706 Sum,,,,0.024416469
8707,9.81,36.67%,0.0005,0.0031063365
8707 Sum,,,,0.0031063365
8708,18.51,4.94%,0.0044,0.0774206664
8708 Sum,,,,0.0774206664
8709,13.7,19.75%,0.0062,0.06816435
8709 Sum,,,,0.06816435
8710,12.19,13.27%,0.005,0.052861935
8710 Sum,,,,0.052861935
8711,0.11,8.64%,0.0072,0.0007235712
8711 Sum,,,,0.0007235712
8712,10.37,18.57%,0.0029,0.0244884439
8712 Sum,,,,0.0244884439
8713,21.37,16.03%,0.0031,0.0556276059
8713 Sum,,,,0.0556276059
8714,11.83,23.59%,0.007,0.063275121
8714 Sum,,,,0.063275121
8715,6.63,24.38%,0.0075,0.037602045
8715 Sum,,,,0.037602045
8716,6.08,12.94%,0.0041,0.0217023168
8716 Sum,,,,0.0217023168
8717,22.07,1.51%,0.004,0.086946972
8717 Sum,,,,0.086946972
8718,4.12,32.21%,0.003,0.008378844
8718 Sum,,,,0.008378844
8719,9.33,24.37%,0.002,0.014112558
8719 Sum,,,,0.014112558
8720,7.49,26.20%,0.0073,0.040351626
8720 Sum,,,,0.040351626
8721,15.08,8.05%,0.002,0.02773212
8721 Sum,,,,0.02773212
8722,16.8,34.25%,0.0085,0.093891
8722 Sum,,,,0.093891
8723,23.68,23.28%,0.0088,0.1598722048
8723 Sum,,,,0.1598722048
8724,16.68,8.32%,0.0038,0.0581104512
8724 Sum,,,,0.0581104512
8725,2.8,35.40%,0.004,0.0072352
8725 Sum,,,,0.0072352
8726,2.49,29.17%,0.0034,0.0059964678
8726 Sum,,,,0.0059964678
8727,0.84,25.81%,0.0083,0.0051725268
8727 Sum,,,,0.0051725268
8728,4.25,18.14%,0.0068,0.02365754
8728 Sum,,,,0.02365754
8729,7.09,16.86%,0.005,0.02947313
8729 Sum,,,,0.02947313
8730,18.14,33.99%,0.0022,0.0263432708
8730 Sum,,,,0.0263432708
8731,5.47,23.76%,0.0097,0.0404521816
8731 Sum,,,,0.0404521816
8732,5.35,8.14%,0.0088,0.043247688
8732 Sum,,,,0.043247688
8733,21.15,34.41%,0.0038,0.052714683
8733 Sum,,,,0.052714683
8734,1.99,19.32%,0,0
8734 Sum,,,,0
8735,23.64,23.92%,0.0039,0.0701427168
8735 Sum,,,,0.0701427168
8736,23.75,38.95%,0.0082,0.118894875
8736 Sum,,,,0.118894875
8737,0.24,3.25%,0.0024,0.00055728
8737 Sum,,,,0.00055728
8738,12.49,24.56%,0.0057,0.0537079992
8738 Sum,,,,0.0537079992
8739,16.21,32.32%,0.0056,0.0614371968
8739 Sum,,,,0.0614371968
8740,22.64,28.01%,0.0029,0.0472657544
8740 Sum,,,,0.0472657544
8741,21.95,10.26%,0.0038,0.074852134
8741 Sum,,,,0.074852134
8742,24.94,11.34%,0.0049,0.1083478396
8742 Sum,,,,0.1083478396
8743,4.8,30.65%,0.0029,0.00965352
8743 Sum,,,,0.00965352
8744,15.23,14.87%,0.0058,0.0751987342
8744 Sum,,,,0.0751987342
8745,15.9,9.25%,0.0055,0.079360875
8745 Sum,,,,0.079360875
8746,4.73,30.50%,0.0085,0.027942475
8746 Sum,,,,0.027942475
8747,6.2,38.57%,0.0014,0.005332124
8747 Sum,,,,0.005332124
8748,1.26,30.75%,0.0002,0.00017451
8748 Sum,,,,0.00017451
8749,11.06,12.71%,0.0085,0.082061329
8749 Sum,,,,0.082061329
8750,11.07,38.04%,0.0006,0.0041153832
8750 Sum,,,,0.0041153832
8751,17.26,17.60%,0.0007,0.009955568
8751 Sum,,,,0.009955568
8752,19.07,25.87%,0.007,0.098956137
8752 Sum,,,,0.098956137
8753,14.41,37.87%,0.0094,0.0841575702
8753 Sum,,,,0.0841575702
8754,6.41,19.76%,0.0091,0.0468047944
8754 Sum,,,,0.0468047944
8755,6.13,6.48%,0.0055,0.031530268
8755 Sum,,,,0.031530268
